0,"src/main/org/apache/tools/bzip2/CBZip2InputStream.f/CL/1/CBZip2InputStream.c/MT/1/read(byte[]@int,int)"
1,src/main/org/apache/tools/ant/UnknownElement.f/CL/1/UnknownElement.c/MT/2/makeObject(UnknownElement@RuntimeConfigurable)
6,src/main/org/apache/tools/ant/taskdefs/Copy.f/CL/1/Copy.c/MT/1/execute()
