1,src/main/org/apache/tools/ant/TypeAdapter.f/IN/1/TypeAdapter.c/MT/3/checkProxyClass(Class)
2,src/main/org/apache/tools/ant/Diagnostics.f/CL/1/Diagnostics.c/MT/4/ignoreThrowable(Throwable)
150,"src/main/org/apache/tools/bzip2/CBZip2OutputStream.f/CL/1/CBZip2OutputStream.c/MT/4/mainSimpleSort(Data@int,int,int)"
