0,src/main/org/apache/tools/ant/types/PropertySet.f/CL/1/PropertySet.c/CL/1/BuiltinPropertySetName.c/MT/1/getValues()
1,"src/main/org/apache/tools/bzip2/CBZip2InputStream.f/CL/1/CBZip2InputStream.c/MT/1/read(byte[]@int,int)"
22,src/main/org/apache/tools/ant/taskdefs/Javadoc.f/CL/1/Javadoc.c/MT/1/execute()
